Time,data
10.029386997,0.0
12.197103976,1.6261348724365234
14.137235163,3.089071273803711
16.013112781,4.461533069610596
18.00825238,5.952417373657227
20.001666305,7.4418816566467285
22.07146835,8.997371673583984
24.061300274,10.471766471862793
26.045128819,11.936915397644043
28.100630757,13.465517044067383
30.1870985,15.00157642364502
32.23954868,16.50965118408203
34.003526684,17.82094383239746
36.073753354,19.28488540649414
38.050758359,20.76189422607422
177.536977049,21.822608947753906
