Time,data
14.357558726,1
16.130205153,0
18.145119189,0
21.327445505,0
24.138987062,0
27.220733164,0
30.326201914,0
33.208787439,0
36.328837869,0
39.357812403,0
168.181569097,0
186.130121703,0
215.178006404,0
220.331667179,0
