Time,data
10.029386997,1.009078025817871
12.197103976,1.009078025817871
14.137235163,1.009078025817871
16.013112781,1.009078025817871
18.00825238,1.009078025817871
20.001666305,1.009078025817871
22.07146835,1.009078025817871
24.061300274,1.009078025817871
26.045128819,1.009078025817871
28.100630757,1.009078025817871
30.143858906,1.009078025817871
32.220341679,1.009078025817871
34.003526684,1.009078025817871
36.073753354,1.009078025817871
38.050758359,1.009078025817871
177.536977049,69.72418212890625
