Time,data
2.004846811,2.0048468112945557
315.691884756,3.0152106285095215
451.615225076,3.0152106285095215
588.931053876,3.0152106285095215
725.922604799,3.0152106285095215
862.965155839,3.0152106285095215
1405.585759878,3.0152106285095215
1542.889832258,3.0152106285095215
1679.818235635,3.0152106285095215
1816.546245813,3.0152106285095215
1953.139892816,3.0152106285095215
2497.171999216,3.0152106285095215
2634.151569604,3.0152106285095215
2771.53189063,3.0152106285095215
2908.902622461,3.0152106285095215
3046.355911493,3.0152106285095215
3589.156714677,3.0152106285095215
3726.203087568,3.0152106285095215
3863.031383752,3.0152106285095215
3999.757028818,3.0152106285095215
4136.735368966,3.0152106285095215
4681.793383359,3.0152106285095215
4818.881624936,3.0152106285095215
4955.762797593,3.0152106285095215
5092.780817747,3.0152106285095215
5230.232516527,3.0152106285095215
5773.008977174,3.0152106285095215
5910.392464399,3.0152106285095215
6047.155374288,3.0152106285095215
6184.164665937,3.0152106285095215
6321.512914895,3.0152106285095215
6865.340298414,3.0152106285095215
7002.119008302,3.0152106285095215
7139.34982419,3.0152106285095215
