robot_name,total_distance,total_idle_time,mean_task_completion_time,last_step_kriging_RMSE,last_step_mean_kriging_variance
robot_0,3384.827392578125,3.015210628509521,216.1266021728516,1.6532068658231898,3.513498975561433
robot_1,3334.230224609375,3.015210628509521,217.1793365478516,1.6532068658231898,3.513498975561433
